City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,wind speed
283,Prince Rupert,1,CA,1543885200,100,54.32,-130.32,32,3.36
284,Byron Bay,24,AU,1543887000,57,-28.65,153.62,86,11.41
285,Selenduma,12,RU,1543889355,67,50.92,106.24,-10.66,2.89
286,Senneterre,90,CA,1543885200,92,48.39,-77.24,17.6,11.41
287,Plettenberg Bay,24,ZA,1543889107,100,-34.05,23.37,59.59,4.85
288,Ancud,90,CL,1543885200,87,-41.87,-73.83,55.4,6.93
289,Zhigansk,0,RU,1543889356,0,66.77,123.37,-47.16,2.33
290,Adeje,0,NG,1543889356,92,5.68,5.76,75.16,5.53
291,Alofi,75,NU,1543885200,78,-19.06,-169.92,82.4,10.29
292,Walvis Bay,0,NA,1543885200,87,-22.95,14.51,59,9.17
293,Sioni,90,GE,1543887000,93,41.99,45.02,42.8,2.24
294,Roebourne,0,AU,1543889357,40,-20.77,117.15,86.18,6.91
295,Bubaque,0,GW,1543889357,100,11.28,-15.83,80.56,5.91
296,Lompoc,1,US,1543887300,58,34.64,-120.46,57.02,4.56
297,Ribeira Grande,56,PT,1543889357,99,38.52,-28.7,63.73,23.64
298,Pisco,90,PE,1543885200,88,-13.71,-76.2,68,16.11
299,Pedasi,0,PA,1543889358,100,7.53,-80.03,81.82,4.12
300,Hohhot,0,CN,1543885200,55,40.81,111.65,6.8,4.47
301,Nebolchi,80,RU,1543889358,87,59.12,33.35,27.86,8.37
302,Port Hardy,5,CA,1543885200,100,50.7,-127.42,30.2,4.7
303,Rio Gallegos,20,AR,1543885200,43,-51.62,-69.22,55.4,32.21
304,Codrington,12,AU,1543885200,54,-28.95,153.24,86,5.82
305,Benalla,0,AU,1543885200,35,-36.55,145.99,73.4,10.29
306,Guamuchil,0,MX,1543889360,74,25.47,-108.1,64.04,5.3
307,Aksu,0,KZ,1543887000,83,52.04,76.93,-9.41,6.71
308,Suntar,44,RU,1543889360,0,62.16,117.65,-36.36,4.74
309,Jinhua,80,CN,1543889361,98,29.11,119.65,60.04,6.08
310,Vanimo,64,PG,1543889361,100,-2.67,141.3,83.98,8.55
311,Teguise,0,ES,1543887000,55,29.06,-13.56,60.8,4.7
312,Atikokan,0,CA,1543889361,77,48.76,-91.62,8.56,3.56
313,Sujangarh,24,IN,1543889422,69,27.7,74.46,51.08,3.06
314,Sao Felix do Xingu,92,BR,1543889422,100,-6.64,-51.99,71.29,2.06
315,Vila Velha,40,BR,1543885200,88,-3.71,-38.6,80.6,6.93
316,The Valley,20,AI,1543885200,69,18.22,-63.06,80.6,6.93
317,Nanakuli,90,US,1543886460,90,21.39,-158.15,82.04,4.7
318,Namatanai,68,PG,1543889423,96,-3.66,152.44,85.64,6.31
319,Geraldton,90,CA,1543885200,78,49.72,-86.95,15.8,6.93
320,San,0,ML,1543889302,62,13.3,-4.9,58.69,4.12
321,Vestmannaeyjar,88,IS,1543889424,100,63.44,-20.27,34.34,14.7
322,Halifax,90,CA,1543886760,100,44.65,-63.58,44.6,13.87
323,Bom Jesus,20,BR,1543885200,83,-5.99,-35.58,80.6,9.17
324,Boyle,0,IE,1543889425,90,53.97,-8.3,31.42,4.56
325,Langsa,24,ID,1543889425,85,4.47,97.97,80.02,2.84
326,Innisfail,20,CA,1543885200,67,52.02,-113.95,19.4,6.93
327,Luau,80,CD,1543889426,99,-10.7,22.23,64.09,2.62
328,Khrebtovaya,56,RU,1543889426,64,56.71,104.25,-14.89,3.51
329,Ornskoldsvik,92,SE,1543888200,98,63.29,18.72,35.6,10.29
330,Jaguarari,64,BR,1543889426,95,-10.26,-40.2,69.67,3.62
331,Guerrero Negro,8,MX,1543889427,94,27.97,-114.04,57.88,2.51
332,Esperance,20,TT,1543885200,94,10.24,-61.45,77,5.57
333,Yarmouth,0,GB,1543884600,93,50.71,-1.5,39.2,3.36
334,Redmond,1,US,1543888560,75,47.67,-122.12,42.98,4.7
335,Porto Novo,75,BR,1543885200,88,-23.68,-45.44,64.4,5.82
336,Ngaoundere,32,CM,1543889428,53,7.32,13.58,61.88,6.35
337,Mogadishu,48,SO,1543889428,99,2.04,45.34,80.51,12.91
338,Manadhoo,20,MV,1543889428,100,5.77,73.38,82.81,2.06
339,Najran,0,SA,1543885200,62,17.54,44.22,55.4,2.62
340,Soyo,68,AO,1543889429,95,-6.13,12.37,74.39,2.84
341,Buchanan,75,LR,1543885200,94,5.88,-10.05,77,7.02
342,Nosy Varika,92,MG,1543889429,100,-20.58,48.53,71.92,2.06
343,Huarmey,8,PE,1543889430,87,-10.07,-78.15,55.31,3.85
344,Barranca,68,PE,1543889234,99,-10.75,-77.76,65.66,13.4
345,Lavrentiya,44,RU,1543889430,100,65.58,-170.99,16.48,13.47
346,Madisonville,90,US,1543888560,85,37.33,-87.5,37.04,8.05
347,Yaan,12,NG,1543889430,76,7.38,8.57,71.83,5.64
348,Port Lincoln,0,AU,1543889431,74,-34.72,135.86,70.3,7.43
349,Klaksvik,68,FO,1543888200,100,62.23,-6.59,32,11.41
350,Bilibino,32,RU,1543889431,38,68.06,166.44,-25.65,2.33
351,Batagay,20,RU,1543889432,0,67.65,134.64,-53.77,3.56
352,Jinchang,0,CN,1543889432,54,38.52,102.19,13.96,0.76
353,Nyurba,48,RU,1543889433,0,63.29,118.35,-38.07,4
354,Trudarmeyskiy,20,RU,1543889433,72,54.13,86.41,-10.8,7.43
355,Gedo,88,ET,1543889433,70,9.01,37.45,51.53,2.62
356,Puro,64,PH,1543889433,84,13.13,123.76,82.49,7.02
357,Kungurtug,20,RU,1543889434,60,50.6,97.53,-17.46,2.62
358,Isiolo,76,KE,1543889434,92,0.35,37.58,65.66,1.72
359,Sarka Ghat,8,IN,1543889434,74,31.7,76.73,41.09,1.83
360,Fairbanks,90,US,1543886160,100,64.84,-147.72,30.2,6.02
361,Kasiri,0,SL,1543885200,78,8.94,-13.11,78.8,3.36
362,Puerto Escondido,75,MX,1543884000,74,15.86,-97.07,84.2,7.25
363,Victor Harbor,20,AU,1543887000,64,-35.55,138.62,68,6.93
364,Viedma,92,AR,1543889495,46,-40.81,-62.99,59.99,12.57
365,Ino,75,JP,1543885200,88,33.55,133.43,66.2,5.82
366,Clarence Town,75,AU,1543887000,60,-32.59,151.78,75.2,16.11
367,Zyryanka,44,RU,1543889496,72,65.73,150.89,-16.02,2.28
368,Balotra,0,IN,1543889497,61,25.83,72.24,57.29,7.36
369,Port Blair,0,IN,1543889497,95,11.67,92.75,85.28,13.91
370,Ilebo,12,CD,1543889497,94,-4.33,20.59,71.56,2.21
371,Los Chiles,24,CR,1543889498,86,11.04,-84.71,74.26,3.22
372,Bossangoa,36,CF,1543889498,58,6.5,17.45,73.49,5.01
373,Bitkine,12,TD,1543889498,35,11.98,18.21,64.54,7.25
374,Morant Bay,20,JM,1543888800,65,17.88,-76.41,80.6,3.36
375,Marawi,48,PH,1543889499,63,8,124.29,83.44,1.54
376,Sinnamary,92,GF,1543889499,100,5.38,-52.96,76.33,8.66
377,Yumen,68,CN,1543889499,69,40.29,97.04,13.19,3.56
378,Lazarev,48,RU,1543889500,69,52.23,141.51,19.04,9.37
379,Kaputa,80,ZM,1543889500,99,-8.47,29.66,63.73,2.21
380,San Cristobal,75,EC,1543885200,76,-0.39,-78.55,57.2,6.93
381,Verkhnyaya Inta,76,RU,1543889501,85,65.99,60.32,17.11,2.33
382,Aswan,0,EG,1543885200,54,24.09,32.9,57.2,6.93
383,Rawson,8,AR,1543889502,35,-43.3,-65.11,67.73,14.14
384,Astoria,1,US,1543884900,70,46.19,-123.83,44.06,8.05
385,Hofn,8,IS,1543889503,100,64.25,-15.21,25.88,3.51
386,Bathsheba,75,BB,1543886340,83,13.22,-59.52,75.2,28.86
387,Wilmington,1,US,1543888560,82,39.75,-75.55,50,6.93
388,Tazovskiy,64,RU,1543889503,33,67.47,78.7,-21.91,17.49
389,Alikalia,0,SL,1543889503,74,9.15,-11.39,64.81,1.83
390,Katsuura,75,JP,1543887000,93,33.93,134.5,69.8,9.17
391,Cam Ranh,20,VN,1543887000,84,11.92,109.15,86,13.87
392,High Level,36,CA,1543889504,85,58.52,-117.13,11.66,3.62
393,Rockland,75,US,1543888560,58,42.13,-70.92,48.02,6.93
394,Yelizovo,0,RU,1543887000,55,53.19,158.38,8.6,6.71
395,Pingxiang,100,CN,1543889505,100,27.63,113.85,52.16,3.51
396,Goya,0,AR,1543889505,80,-29.14,-59.27,61.66,2.89
397,Babol,90,IR,1543885200,87,36.55,52.68,55.4,9.17
398,Castlemaine,8,IE,1543889506,96,52.17,-9.7,36.28,2.51
399,Tadine,48,NC,1543889506,89,-21.55,167.88,80.02,12.39
400,Knysna,80,ZA,1543888800,100,-34.04,23.05,57.2,1.12
401,Kortkeros,90,RU,1543887000,92,61.81,51.56,23,6.71
402,Lixourion,68,GR,1543889507,100,38.2,20.43,60.26,5.01
403,Gat,0,SN,1543887000,64,14.69,-16.54,71.6,11.41
404,Srednekolymsk,64,RU,1543889507,63,67.46,153.71,-13.27,2.73
405,Garowe,0,SO,1543889567,87,8.41,48.48,61.43,6.02
406,Terra Nova,75,BR,1543885200,94,-12.41,-38.62,80.6,4.7
407,Gorontalo,36,ID,1543889568,100,0.54,123.06,81.73,2.33
408,Maryville,90,US,1543888500,68,40.35,-94.87,28.4,8.05
409,Kamina,88,CD,1543889569,97,-8.74,25,66.16,3.78
410,Mashhad,32,IR,1543888800,100,36.3,59.61,39.2,4.7
411,La Orilla,0,MX,1543889569,100,18,-102.23,73.18,3
412,Ouallam,48,NE,1543889569,27,14.32,2.08,66.97,9.37
413,Khuzhir,12,RU,1543889570,100,53.19,107.35,-11.29,6.31
414,Impfondo,56,CD,1543889570,100,1.62,18.06,70.66,2.33
415,Talaya,0,RU,1543887000,67,55.79,84.89,-25.61,2.24
416,Mehamn,44,NO,1543889571,100,71.03,27.85,31.64,17.49
417,Berlevag,76,NO,1543889571,100,70.86,29.09,31.91,17.43
418,Lundamo,90,NO,1543888200,93,63.15,10.29,39.2,25.28
419,Arthur,90,US,1543888500,92,41.57,-101.69,23.54,3.06
420,Lingao,0,CN,1543889572,78,19.91,109.69,81.01,5.57
421,Shelburne,90,CA,1543887180,79,44.08,-80.2,32,6.93
422,Yulara,92,AU,1543885200,69,-25.24,130.99,77,6.93
423,San Jose,80,PH,1543889395,82,15.79,120.99,79.66,3.51
424,Northam,20,GB,1543888200,93,51.04,-4.21,42.8,3.36
425,Llanes,36,ES,1543889574,92,43.42,-4.75,44.06,2.77
426,Moron,80,VE,1543889574,93,10.49,-68.2,67.6,2.77
427,Carmen,0,PH,1543889575,56,7.2,124.8,91.04,1.72
428,Caserta,75,IT,1543888200,93,41.08,14.33,59,2.24
429,East London,92,ZA,1543889575,100,-33.02,27.91,66.61,4.85
430,Pedernales,68,EC,1543889576,89,0.07,-80.05,71.24,6.91
431,Kijang,75,KR,1543888800,82,35.24,129.21,60.8,12.75
432,Nuuk,48,GL,1543888200,62,64.17,-51.74,24.8,16.11
433,Kimbe,36,PG,1543889577,100,-5.56,150.15,84.11,4.52
434,Carutapera,88,BR,1543889577,97,-1.2,-46.02,78.04,2.73
435,Poya,8,NC,1543889577,90,-21.35,165.16,79.84,17.09
436,Jerome,1,US,1543888620,37,34.75,-112.11,41,4.7
437,Bundaberg,75,AU,1543885200,66,-24.87,152.35,84.2,8.05
438,Silver City,1,US,1543887300,63,32.77,-108.28,32.9,8.05
439,Beringovskiy,32,RU,1543889579,100,63.05,179.32,0.1,23.09
440,La Plata,0,AR,1543888800,59,-34.92,-57.95,73.4,6.93
441,Santa Branca,75,BR,1543888800,93,-23.4,-45.88,66.2,4.7
442,Paita,12,PE,1543889580,92,-5.09,-81.11,64.27,6.08
443,Port Macquarie,48,AU,1543885200,36,-31.43,152.91,80.6,14.99
444,Bereda,90,ES,1543887000,93,43.27,-7.54,59,3.36
445,Itoman,40,JP,1543888980,74,26.12,127.67,83.84,9.17
446,Balkhash,0,KZ,1543889581,100,46.84,74.98,11.39,16.15
447,Ipixuna,75,BR,1543888800,88,-1.76,-48.8,78.8,3.36
448,Coxim,0,BR,1543889581,55,-18.5,-54.75,71.51,5.75
449,Aykhal,24,RU,1543889581,37,65.95,111.51,-25.47,7.09
450,Inhambane,0,MZ,1543889582,95,-23.87,35.38,75.07,12.39
451,Novovarshavka,0,RU,1543889642,66,54.17,74.7,-14.04,5.3
452,Gannan,0,CN,1543889642,28,47.92,123.49,8.92,13.4
453,Lufilufi,40,WS,1543888800,66,-13.87,-171.6,89.6,10.29
454,Bandarbeyla,76,SO,1543889643,100,9.49,50.81,78.31,20.11
455,Ocos,40,GT,1543887600,94,14.51,-92.19,77,3.06
456,Buin,0,CL,1543888800,77,-33.73,-70.74,59,11.41
457,Lyubech,88,UA,1543889644,98,51.7,30.66,32.59,15.14
458,Kologriv,88,RU,1543889644,88,58.83,44.31,19.76,7.76
459,Bitung,40,ID,1543887000,74,1.44,125.19,87.8,3.36
460,Margate,75,AU,1543887000,48,-43.03,147.26,60.8,14.99
461,Marsa Matruh,20,EG,1543885200,87,31.35,27.25,53.6,5.82
462,Kovernino,64,RU,1543889645,90,57.13,43.81,15.85,9.93
463,Garden City,1,US,1543888380,60,40.73,-73.63,48.92,12.75
464,Kilrush,20,IE,1543888800,80,51.96,-8.06,39.2,4.7
465,Montepuez,8,MZ,1543889646,96,-13.13,39,68.18,2.89
466,Dingle,20,PH,1543889647,73,11,122.67,85.42,7.87
467,Rivera,8,UY,1543889647,65,-30.9,-55.54,52.84,4.12
468,Mizdah,0,LY,1543889647,88,31.45,12.98,43.93,8.77
469,Ouango,12,CD,1543889648,100,4.31,22.55,68.54,2.39
470,Okhotsk,80,RU,1543889648,100,59.36,143.24,14.18,28.9
471,Fort-Shevchenko,32,KZ,1543889648,100,44.51,50.26,34.43,8.25
472,Ler,90,NO,1543888200,93,63.2,10.3,39.2,25.28
473,Ostrovnoy,76,RU,1543889649,90,68.05,39.51,22.15,11.83
474,Ballina,0,IE,1543889649,100,54.11,-9.15,31.69,5.35
475,Izvestkovyy,12,RU,1543889649,42,48.98,131.55,8.06,2.51
476,Puerto Madryn,0,AR,1543889650,76,-42.77,-65.04,59.14,13.91
477,Jamui,0,IN,1543889650,78,24.93,86.23,65.35,4.63
478,Venezuela,0,CU,1543889650,92,21.74,-78.8,76.15,5.91
479,Zehdenick,75,DE,1543888200,87,52.98,13.33,50,9.17
480,Lamu,88,ID,1543889651,91,0.57,122.3,81.14,0.76
481,Rudnyy,40,KZ,1543887000,85,52.96,63.12,12.2,8.95
482,Raudeberg,80,NO,1543888200,69,61.99,5.14,39.2,29.97
483,Saint-Louis,36,CH,1543888200,81,47.59,7.56,53.6,11.41
484,Ratnagiri,48,IN,1543889652,100,16.98,73.3,80.33,8.14
485,Ucluelet,5,CA,1543885200,93,48.94,-125.55,35.6,3.36
486,Pierre,90,US,1543888380,77,44.37,-100.35,24.08,3.36
487,Itaituba,48,BR,1543889653,97,-4.26,-55.99,74.8,2.06
488,Puerto Quijarro,0,BO,1543889653,82,-19,-57.72,70.34,2.89
489,Dickinson,90,US,1543888560,84,46.88,-102.79,26.06,5.82
490,Tarakan,64,ID,1543889653,84,3.3,117.63,86.09,3.62
491,Gewane,0,ET,1543889653,85,10.16,40.66,54.23,2.51
492,Makarov,92,RU,1543889654,100,48.62,142.78,34.21,7.09
493,Grand-Lahou,0,CI,1543889714,93,5.24,-5,75.29,3.62
494,Rorvik,92,NO,1543889714,100,64.86,11.24,38.17,4.12
495,Osterholz-Scharmbeck,20,DE,1543888200,93,53.23,8.79,44.6,11.41
496,Fukue,75,JP,1543888800,93,35.03,136.69,60.8,2.24
497,Ramenskoye,75,RU,1543887000,79,55.57,38.23,23,8.95
498,Nhulunbuy,20,AU,1543887000,44,-12.18,136.78,96.8,13.87
499,Seydi,0,NE,1543889716,38,13.34,7.75,61.48,11.12
500,Kieta,48,PG,1543889716,86,-6.22,155.63,85.06,4.34
501,Sistranda,75,NO,1543888200,86,63.73,8.83,39.2,16.11
502,Longonjo,88,AO,1543889717,97,-12.91,15.25,62.29,2.89
503,Pangai,75,TO,1543888800,83,-19.8,-174.35,84.2,8.05
504,Kiama,75,AU,1543885200,64,-34.67,150.86,69.8,14.99
505,Sundsvall,92,SE,1543888200,100,62.39,17.31,39.2,6.93
506,Homer,1,US,1543888380,95,59.64,-151.54,32,6.24
507,Vitim,44,RU,1543889718,35,59.44,112.57,-24.3,2.51
508,Constitucion,5,MX,1543887840,19,23.99,-104.67,60.8,2.24
509,Bad Durrheim,75,DE,1543888200,93,48.02,8.53,48.2,8.05
510,Shingu,75,JP,1543888800,83,33.72,135.99,71.6,10.29
511,Shakawe,48,BW,1543889719,91,-18.36,21.84,65.03,3.56
512,Casambalangan,88,PH,1543889719,100,18.38,122.13,81.41,18.39
513,Abashiri,75,JP,1543888800,62,44.01,144.25,51.8,14.99
514,Grindavik,75,IS,1543888800,100,63.84,-22.43,32,8.05
515,Skibotn,40,NO,1543888200,64,69.39,20.27,39.2,24.16
516,Xichang,8,CN,1543889720,52,27.88,102.25,41.99,1.88
517,Atar,0,MR,1543889720,49,20.52,-13.05,52.88,6.35
518,Buta,92,CD,1543889721,99,2.79,24.73,72.19,2.39
519,Teya,40,MX,1543888380,62,21.05,-89.07,84.2,6.93
520,Winchester,0,GB,1543888200,93,51.06,-1.31,39.2,4.7
521,Kang,8,BW,1543889722,24,-23.67,22.79,65.17,6.24
522,Joensuu,90,FI,1543888200,92,62.6,29.76,19.4,9.17
523,Ayan,56,TR,1543889723,79,40.67,33.6,26.2,2.21
524,Shalinskoye,56,RU,1543889723,30,55.72,93.76,-20.97,6.91
525,Banting,75,MY,1543887000,79,2.82,101.5,84.2,2.21
526,Puerto El Triunfo,0,SV,1543888200,100,13.27,-88.55,75.2,1.12
527,Rome,40,IT,1543888200,93,41.89,12.48,60.8,3.36
528,Krasne,0,UA,1543888800,86,49.91,24.61,41,6.71
529,Coruripe,44,BR,1543889724,98,-10.12,-36.18,79.21,15.93
530,Caravelas,92,BR,1543889725,100,-17.73,-39.27,74.53,12.8
531,Komsomolskiy,36,RU,1543889725,83,67.55,63.78,16.12,14.07
532,Atambua,0,ID,1543889725,100,-9.11,124.89,83.93,4.12
533,Redwater,20,CA,1543885200,78,53.95,-113.11,17.6,8.05
534,Mucurapo,20,TT,1543888800,100,10.67,-61.53,75.2,14.92
535,Rock Sound,68,BS,1543889643,100,24.9,-76.2,75.56,5.08
536,Cururupu,76,BR,1543889726,97,-1.82,-44.87,76.28,2.73
537,Gayny,92,RU,1543889726,84,60.3,54.33,17.2,7.65
538,Hearst,24,CA,1543889727,79,49.69,-83.67,6.58,3
539,Birjand,0,IR,1543888800,59,32.86,59.22,37.4,9.17
540,Yatou,75,CM,1543885200,100,3.63,9.81,78.8,3.36
541,Huanren,0,CN,1543889788,49,41.26,125.37,20.62,4.41
542,Gernsheim,75,DE,1543888560,58,49.75,8.49,51.8,6.93
543,Dorogino,24,RU,1543889788,64,54.36,83.32,-13.81,6.35
544,Durres,75,AL,1543888200,93,41.32,19.44,44.6,7.36
545,Kyzyl-Suu,0,KG,1543889789,100,42.34,78,24.67,5.3
546,Flin Flon,64,CA,1543889789,86,54.77,-101.88,19.9,4.41
547,Borodino,48,RU,1543889789,71,55.9,94.89,-16.42,4.74
548,Jalu,20,LY,1543889789,93,29.03,21.55,47.89,5.75
549,Moussoro,24,TD,1543889790,26,13.64,16.49,66.43,9.66
550,Kerema,0,PG,1543889790,37,-7.96,145.78,94.96,4.52
551,Conway,90,US,1543888500,74,35.09,-92.44,39.92,6.93
552,Verkh-Usugli,0,RU,1543889790,56,52.7,115.17,-13.54,3.11
553,Hualmay,32,PE,1543889791,93,-11.1,-77.61,57.11,5.35
554,Willowmore,0,ZA,1543889791,96,-33.3,23.49,46.31,2.06
555,Siderno,75,IT,1543884900,82,38.28,16.3,57.2,10.29
556,Mawlaik,64,MM,1543889791,81,23.63,94.42,66.25,2.62
557,Gwembe,8,ZM,1543889792,68,-16.5,27.61,70.3,4.52
558,Coihueco,0,CL,1543888800,93,-36.63,-71.83,55.4,5.82
559,Talnakh,24,RU,1543889792,0,69.49,88.39,-36.18,6.02
560,Coquimbo,0,CL,1543888800,82,-29.95,-71.34,59,4.7
561,Houma,0,CN,1543889793,59,35.63,111.36,34.3,3.51
562,Awjilah,0,LY,1543889793,92,29.14,21.3,44.92,3
563,Clinton,1,US,1543888500,54,30.87,-91.02,53.96,6.93
564,Kosonsoy,80,UZ,1543887000,69,41.25,71.55,32,4.7
565,Arua,68,UG,1543889795,96,3.02,30.91,65.44,1.28
566,Dumas,20,IN,1543888800,68,21.09,72.71,69.8,4.7
567,Samarai,48,PG,1543889795,100,-10.62,150.67,82.76,6.31
568,Dabakala,0,CI,1543889796,76,8.36,-4.43,69.49,2.77